image_path,xmin,ymin,xmax,ymax,label,area,compet
NIWO_001_2018.tif,293.0,86.0,316.0,100.0,Tree,322.0,1.0
NIWO_001_2018.tif,299.0,70.0,318.0,85.0,Tree,285.0,1.0
NIWO_001_2018.tif,322.0,144.0,340.0,163.0,Tree,342.0,1.0
NIWO_001_2018.tif,356.0,136.0,385.0,166.0,Tree,870.0,1.0
NIWO_001_2018.tif,334.0,194.0,353.0,214.0,Tree,380.0,1.0
NIWO_001_2018.tif,78.0,24.0,102.0,48.0,Tree,576.0,1.0
NIWO_001_2018.tif,55.0,34.0,78.0,57.0,Tree,529.0,1.0
NIWO_001_2018.tif,348.0,216.0,371.0,238.0,Tree,506.0,1.0
NIWO_001_2018.tif,355.0,195.0,379.0,220.0,Tree,600.0,1.0
NIWO_001_2018.tif,332.0,214.0,351.0,230.0,Tree,304.0,1.0
NIWO_001_2018.tif,311.0,160.0,331.0,177.0,Tree,340.0,1.0
NIWO_001_2018.tif,302.0,170.0,317.0,187.0,Tree,255.0,1.0
NIWO_001_2018.tif,322.0,78.0,343.0,105.0,Tree,567.0,1.0
NIWO_001_2018.tif,370.0,26.0,383.0,41.0,Tree,195.0,1.0
NIWO_001_2018.tif,378.0,48.0,388.0,60.0,Tree,120.0,1.0
NIWO_001_2018.tif,364.0,10.0,376.0,26.0,Tree,192.0,1.0
NIWO_001_2018.tif,273.0,1.0,308.0,25.0,Tree,840.0,1.0
NIWO_001_2018.tif,377.0,102.0,400.0,125.0,Tree,529.0,1.0
NIWO_001_2018.tif,374.0,234.0,396.0,257.0,Tree,506.0,1.0
NIWO_001_2018.tif,369.0,259.0,384.0,281.0,Tree,330.0,1.0
NIWO_001_2018.tif,338.0,301.0,355.0,316.0,Tree,255.0,1.0
NIWO_001_2018.tif,337.0,275.0,358.0,294.0,Tree,399.0,1.0
NIWO_001_2018.tif,121.0,42.0,140.0,61.0,Tree,361.0,1.0
NIWO_001_2018.tif,104.0,55.0,125.0,74.0,Tree,399.0,1.0
NIWO_001_2018.tif,81.0,85.0,95.0,101.0,Tree,224.0,1.0
NIWO_001_2018.tif,94.0,130.0,106.0,142.0,Tree,144.0,1.0
NIWO_001_2018.tif,8.0,44.0,24.0,57.0,Tree,208.0,1.0
NIWO_001_2018.tif,18.0,36.0,34.0,50.0,Tree,224.0,1.0
NIWO_001_2018.tif,100.0,1.0,130.0,32.0,Tree,930.0,1.0
NIWO_001_2018.tif,67.0,9.0,88.0,27.0,Tree,378.0,1.0
NIWO_001_2018.tif,261.0,66.0,283.0,84.0,Tree,396.0,1.0
NIWO_001_2018.tif,258.0,85.0,277.0,103.0,Tree,342.0,1.0
NIWO_001_2018.tif,383.0,365.0,400.0,389.0,Tree,408.0,1.0
NIWO_001_2018.tif,358.0,378.0,385.0,400.0,Tree,594.0,1.0
NIWO_001_2018.tif,333.0,337.0,349.0,361.0,Tree,384.0,1.0
NIWO_001_2018.tif,348.0,333.0,373.0,356.0,Tree,575.0,1.0
NIWO_001_2018.tif,310.0,335.0,334.0,363.0,Tree,672.0,1.0
NIWO_001_2018.tif,204.0,158.0,232.0,189.0,Tree,868.0,1.0
NIWO_001_2018.tif,217.0,181.0,250.0,203.0,Tree,726.0,1.0
NIWO_001_2018.tif,155.0,206.0,177.0,232.0,Tree,572.0,1.0
NIWO_001_2018.tif,132.0,219.0,145.0,231.0,Tree,156.0,1.0
NIWO_001_2018.tif,125.0,233.0,143.0,248.0,Tree,270.0,1.0
NIWO_001_2018.tif,105.0,231.0,124.0,249.0,Tree,342.0,1.0
NIWO_001_2018.tif,106.0,209.0,118.0,222.0,Tree,156.0,1.0
NIWO_001_2018.tif,103.0,189.0,124.0,208.0,Tree,399.0,1.0
NIWO_001_2018.tif,56.0,194.0,72.0,212.0,Tree,288.0,1.0
NIWO_001_2018.tif,1.0,290.0,14.0,319.0,Tree,377.0,1.0
NIWO_001_2018.tif,14.0,291.0,37.0,314.0,Tree,529.0,1.0
NIWO_001_2018.tif,36.0,282.0,67.0,311.0,Tree,899.0,1.0
NIWO_001_2018.tif,272.0,315.0,287.0,333.0,Tree,270.0,1.0
NIWO_001_2018.tif,180.0,180.0,203.0,198.0,Tree,414.0,1.0
NIWO_001_2018.tif,184.0,118.0,201.0,135.0,Tree,289.0,1.0
NIWO_001_2018.tif,82.0,136.0,95.0,151.0,Tree,195.0,1.0
NIWO_001_2018.tif,64.0,89.0,82.0,108.0,Tree,342.0,1.0
NIWO_001_2018.tif,1.0,152.0,20.0,181.0,Tree,551.0,1.0
NIWO_001_2018.tif,28.0,194.0,56.0,228.0,Tree,952.0,1.0
NIWO_001_2018.tif,97.0,115.0,108.0,127.0,Tree,132.0,1.0
NIWO_001_2018.tif,192.0,42.0,207.0,57.0,Tree,225.0,1.0
NIWO_001_2018.tif,181.0,50.0,196.0,64.0,Tree,210.0,1.0
NIWO_001_2018.tif,176.0,205.0,194.0,225.0,Tree,360.0,1.0
NIWO_001_2018.tif,40.0,317.0,62.0,337.0,Tree,440.0,1.0
NIWO_001_2018.tif,283.0,214.0,316.0,243.0,Tree,957.0,1.0
NIWO_001_2018.tif,264.0,237.0,284.0,254.0,Tree,340.0,1.0
NIWO_001_2018.tif,279.0,252.0,296.0,265.0,Tree,221.0,1.0
NIWO_001_2018.tif,280.0,266.0,307.0,287.0,Tree,567.0,1.0
NIWO_001_2018.tif,268.0,283.0,296.0,306.0,Tree,644.0,1.0
NIWO_001_2018.tif,248.0,209.0,274.0,234.0,Tree,650.0,1.0
NIWO_001_2018.tif,259.0,181.0,289.0,213.0,Tree,960.0,1.0
NIWO_001_2018.tif,112.0,153.0,143.0,183.0,Tree,930.0,1.0
NIWO_001_2018.tif,61.0,157.0,82.0,178.0,Tree,441.0,1.0
NIWO_001_2018.tif,202.0,294.0,215.0,311.0,Tree,221.0,1.0
NIWO_001_2018.tif,173.0,300.0,198.0,325.0,Tree,625.0,1.0
NIWO_001_2018.tif,358.0,283.0,373.0,299.0,Tree,240.0,1.0
NIWO_001_2018.tif,338.0,317.0,359.0,333.0,Tree,336.0,1.0
NIWO_001_2018.tif,235.0,240.0,257.0,265.0,Tree,550.0,1.0
NIWO_001_2018.tif,235.0,267.0,257.0,288.0,Tree,462.0,1.0
NIWO_001_2018.tif,346.0,16.0,368.0,37.0,Tree,462.0,1.0
NIWO_001_2018.tif,298.0,55.0,317.0,71.0,Tree,304.0,1.0
NIWO_001_2018.tif,158.0,11.0,188.0,39.0,Tree,840.0,1.0
NIWO_001_2018.tif,156.0,35.0,171.0,48.0,Tree,195.0,1.0
NIWO_001_2018.tif,187.0,68.0,208.0,87.0,Tree,399.0,1.0
NIWO_001_2018.tif,208.0,72.0,234.0,99.0,Tree,702.0,1.0
NIWO_001_2018.tif,203.0,97.0,230.0,127.0,Tree,810.0,1.0
NIWO_001_2018.tif,264.0,380.0,286.0,400.0,Tree,440.0,1.0
NIWO_001_2018.tif,281.0,371.0,305.0,389.0,Tree,432.0,1.0
NIWO_001_2018.tif,321.0,203.0,336.0,219.0,Tree,240.0,1.0
NIWO_001_2018.tif,363.0,66.0,383.0,86.0,Tree,400.0,1.0
NIWO_001_2018.tif,22.0,61.0,34.0,71.0,Tree,120.0,1.0
NIWO_001_2018.tif,54.0,131.0,72.0,147.0,Tree,288.0,1.0
NIWO_001_2018.tif,103.0,83.0,131.0,110.0,Tree,756.0,1.0
NIWO_001_2018.tif,119.0,113.0,135.0,125.0,Tree,192.0,1.0
NIWO_001_2018.tif,149.0,135.0,174.0,157.0,Tree,550.0,1.0
NIWO_001_2018.tif,173.0,135.0,192.0,156.0,Tree,399.0,1.0
NIWO_001_2018.tif,178.0,165.0,199.0,181.0,Tree,336.0,1.0
NIWO_001_2018.tif,101.0,334.0,117.0,351.0,Tree,272.0,1.0
NIWO_001_2018.tif,95.0,212.0,107.0,227.0,Tree,180.0,1.0
NIWO_001_2018.tif,150.0,279.0,162.0,289.0,Tree,120.0,1.0
NIWO_001_2018.tif,136.0,278.0,147.0,291.0,Tree,143.0,1.0
NIWO_001_2018.tif,193.0,234.0,204.0,247.0,Tree,143.0,1.0
NIWO_001_2018.tif,189.0,248.0,203.0,264.0,Tree,224.0,1.0
NIWO_001_2018.tif,169.0,250.0,187.0,266.0,Tree,288.0,1.0
NIWO_001_2018.tif,205.0,250.0,224.0,264.0,Tree,266.0,1.0
NIWO_001_2018.tif,215.0,218.0,231.0,234.0,Tree,256.0,1.0
NIWO_001_2018.tif,218.0,238.0,233.0,250.0,Tree,180.0,1.0
NIWO_001_2018.tif,214.0,263.0,235.0,286.0,Tree,483.0,1.0
NIWO_001_2018.tif,227.0,295.0,239.0,304.0,Tree,108.0,1.0
NIWO_001_2018.tif,254.0,297.0,267.0,307.0,Tree,130.0,1.0
NIWO_001_2018.tif,260.0,305.0,275.0,321.0,Tree,240.0,1.0
NIWO_001_2018.tif,281.0,347.0,301.0,365.0,Tree,360.0,1.0
NIWO_001_2018.tif,267.0,359.0,284.0,378.0,Tree,323.0,1.0
NIWO_001_2018.tif,49.0,355.0,73.0,369.0,Tree,336.0,1.0
NIWO_001_2018.tif,45.0,369.0,70.0,385.0,Tree,400.0,1.0
NIWO_001_2018.tif,76.0,364.0,101.0,381.0,Tree,425.0,1.0
NIWO_001_2018.tif,72.0,379.0,84.0,391.0,Tree,144.0,1.0
NIWO_001_2018.tif,143.0,289.0,161.0,307.0,Tree,324.0,1.0
NIWO_001_2018.tif,220.0,307.0,232.0,321.0,Tree,168.0,1.0
NIWO_001_2018.tif,246.0,315.0,265.0,336.0,Tree,399.0,1.0
NIWO_001_2018.tif,214.0,333.0,245.0,365.0,Tree,992.0,1.0
NIWO_001_2018.tif,249.0,363.0,261.0,375.0,Tree,144.0,1.0
NIWO_001_2018.tif,176.0,227.0,194.0,244.0,Tree,306.0,1.0
NIWO_001_2018.tif,340.0,64.0,358.0,83.0,Tree,342.0,1.0
NIWO_001_2018.tif,114.0,347.0,131.0,366.0,Tree,323.0,1.0
NIWO_001_2018.tif,85.0,249.0,106.0,273.0,Tree,504.0,1.0
NIWO_001_2018.tif,285.0,167.0,302.0,185.0,Tree,306.0,1.0
NIWO_001_2018.tif,181.0,265.0,209.0,292.0,Tree,756.0,1.0
NIWO_001_2018.tif,146.0,231.0,164.0,254.0,Tree,414.0,1.0
NIWO_001_2018.tif,203.0,231.0,216.0,244.0,Tree,169.0,1.0
NIWO_001_2018.tif,306.0,36.0,326.0,56.0,Tree,400.0,1.0
NIWO_001_2018.tif,17.0,130.0,36.0,153.0,Tree,437.0,1.0
NIWO_001_2018.tif,41.0,149.0,61.0,171.0,Tree,440.0,1.0
NIWO_001_2018.tif,177.0,90.0,195.0,106.0,Tree,288.0,1.0
NIWO_001_2018.tif,119.0,312.0,148.0,340.0,Tree,812.0,1.0
NIWO_001_2018.tif,35.0,173.0,49.0,191.0,Tree,252.0,1.0
NIWO_001_2018.tif,317.0,283.0,334.0,303.0,Tree,340.0,1.0
NIWO_001_2018.tif,250.0,51.0,271.0,71.0,Tree,420.0,1.0
NIWO_001_2018.tif,385.0,127.0,400.0,149.0,Tree,330.0,1.0
NIWO_001_2018.tif,236.0,103.0,258.0,132.0,Tree,638.0,1.0
NIWO_001_2018.tif,323.0,373.0,350.0,399.0,Tree,702.0,1.0
NIWO_001_2018.tif,311.0,15.0,331.0,37.0,Tree,440.0,1.0
NIWO_002_2018.tif,27.0,242.0,38.0,254.0,Tree,132.0,1.0
NIWO_002_2018.tif,47.0,363.0,57.0,376.0,Tree,130.0,1.0
NIWO_002_2018.tif,54.0,115.0,71.0,132.0,Tree,289.0,1.0
NIWO_002_2018.tif,286.0,313.0,289.0,336.0,Tree,69.0,1.0
NIWO_002_2018.tif,388.0,280.0,399.0,305.0,Tree,275.0,1.0
NIWO_002_2018.tif,77.0,207.0,103.0,223.0,Tree,416.0,1.0
NIWO_002_2018.tif,121.0,267.0,143.0,285.0,Tree,396.0,1.0
NIWO_002_2018.tif,392.0,118.0,400.0,133.0,Tree,120.0,1.0
NIWO_002_2018.tif,393.0,103.0,400.0,119.0,Tree,112.0,1.0
NIWO_002_2018.tif,388.0,91.0,400.0,104.0,Tree,156.0,1.0
NIWO_002_2018.tif,381.0,113.0,391.0,123.0,Tree,100.0,1.0
NIWO_002_2018.tif,390.0,65.0,400.0,74.0,Tree,90.0,1.0
NIWO_002_2018.tif,390.0,83.0,400.0,90.0,Tree,70.0,1.0
NIWO_002_2018.tif,382.0,31.0,392.0,39.0,Tree,80.0,1.0
NIWO_002_2018.tif,393.0,37.0,400.0,49.0,Tree,84.0,1.0
NIWO_002_2018.tif,366.0,1.0,380.0,14.0,Tree,182.0,1.0
NIWO_002_2018.tif,358.0,4.0,370.0,18.0,Tree,168.0,1.0
NIWO_002_2018.tif,319.0,1.0,333.0,16.0,Tree,210.0,1.0
NIWO_002_2018.tif,330.0,12.0,342.0,23.0,Tree,132.0,1.0
NIWO_002_2018.tif,341.0,11.0,350.0,25.0,Tree,126.0,1.0
NIWO_002_2018.tif,360.0,42.0,373.0,55.0,Tree,169.0,1.0
NIWO_002_2018.tif,363.0,56.0,373.0,72.0,Tree,160.0,1.0
NIWO_002_2018.tif,375.0,37.0,387.0,49.0,Tree,144.0,1.0
NIWO_002_2018.tif,391.0,51.0,400.0,66.0,Tree,135.0,1.0
NIWO_002_2018.tif,324.0,79.0,334.0,93.0,Tree,140.0,1.0
NIWO_002_2018.tif,349.0,52.0,361.0,68.0,Tree,192.0,1.0
NIWO_002_2018.tif,35.0,96.0,55.0,118.0,Tree,440.0,1.0
NIWO_002_2018.tif,317.0,222.0,325.0,231.0,Tree,72.0,1.0
NIWO_002_2018.tif,371.0,281.0,387.0,300.0,Tree,304.0,1.0
NIWO_002_2018.tif,348.0,332.0,362.0,348.0,Tree,224.0,1.0
NIWO_002_2018.tif,345.0,307.0,366.0,326.0,Tree,399.0,1.0
NIWO_002_2018.tif,301.0,336.0,318.0,356.0,Tree,340.0,1.0
NIWO_002_2018.tif,338.0,349.0,353.0,363.0,Tree,210.0,1.0
NIWO_002_2018.tif,322.0,391.0,335.0,399.0,Tree,104.0,1.0
NIWO_002_2018.tif,325.0,373.0,336.0,390.0,Tree,187.0,1.0
NIWO_002_2018.tif,308.0,380.0,319.0,398.0,Tree,198.0,1.0
NIWO_002_2018.tif,298.0,387.0,309.0,398.0,Tree,121.0,1.0
NIWO_002_2018.tif,1.0,158.0,11.0,178.0,Tree,200.0,1.0
NIWO_002_2018.tif,9.0,138.0,28.0,160.0,Tree,418.0,1.0
NIWO_002_2018.tif,36.0,164.0,47.0,178.0,Tree,154.0,1.0
NIWO_002_2018.tif,37.0,196.0,55.0,209.0,Tree,234.0,1.0
NIWO_002_2018.tif,48.0,221.0,62.0,239.0,Tree,252.0,1.0
NIWO_002_2018.tif,31.0,224.0,46.0,241.0,Tree,255.0,1.0
NIWO_002_2018.tif,35.0,251.0,48.0,264.0,Tree,169.0,1.0
NIWO_002_2018.tif,48.0,255.0,64.0,273.0,Tree,288.0,1.0
NIWO_002_2018.tif,18.0,273.0,33.0,291.0,Tree,270.0,1.0
NIWO_002_2018.tif,10.0,287.0,20.0,302.0,Tree,150.0,1.0
NIWO_002_2018.tif,23.0,290.0,34.0,302.0,Tree,132.0,1.0
NIWO_002_2018.tif,28.0,303.0,42.0,313.0,Tree,140.0,1.0
NIWO_002_2018.tif,62.0,283.0,77.0,304.0,Tree,315.0,1.0
NIWO_002_2018.tif,75.0,352.0,88.0,368.0,Tree,208.0,1.0
NIWO_002_2018.tif,31.0,324.0,51.0,346.0,Tree,440.0,1.0
NIWO_002_2018.tif,1.0,376.0,9.0,387.0,Tree,88.0,1.0
NIWO_002_2018.tif,6.0,391.0,17.0,400.0,Tree,99.0,1.0
NIWO_002_2018.tif,17.0,394.0,25.0,400.0,Tree,48.0,1.0
NIWO_002_2018.tif,30.0,389.0,35.0,395.0,Tree,30.0,1.0
NIWO_002_2018.tif,1.0,359.0,13.0,375.0,Tree,192.0,1.0
NIWO_002_2018.tif,20.0,360.0,32.0,375.0,Tree,180.0,1.0
NIWO_002_2018.tif,30.0,372.0,39.0,381.0,Tree,81.0,1.0
NIWO_002_2018.tif,36.0,382.0,47.0,399.0,Tree,187.0,1.0
NIWO_002_2018.tif,50.0,378.0,66.0,393.0,Tree,240.0,1.0
NIWO_002_2018.tif,78.0,376.0,86.0,384.0,Tree,64.0,1.0
NIWO_002_2018.tif,119.0,310.0,138.0,332.0,Tree,418.0,1.0
NIWO_002_2018.tif,106.0,323.0,122.0,340.0,Tree,272.0,1.0
NIWO_002_2018.tif,118.0,373.0,128.0,387.0,Tree,140.0,1.0
NIWO_002_2018.tif,122.0,388.0,141.0,400.0,Tree,228.0,1.0
NIWO_002_2018.tif,128.0,359.0,144.0,375.0,Tree,256.0,1.0
NIWO_002_2018.tif,144.0,329.0,162.0,341.0,Tree,216.0,1.0
NIWO_002_2018.tif,153.0,339.0,165.0,352.0,Tree,156.0,1.0
NIWO_002_2018.tif,144.0,359.0,158.0,373.0,Tree,196.0,1.0
NIWO_002_2018.tif,149.0,385.0,168.0,400.0,Tree,285.0,1.0
NIWO_002_2018.tif,157.0,369.0,171.0,385.0,Tree,224.0,1.0
NIWO_002_2018.tif,170.0,358.0,184.0,373.0,Tree,210.0,1.0
NIWO_002_2018.tif,200.0,353.0,215.0,371.0,Tree,270.0,1.0
NIWO_002_2018.tif,187.0,369.0,201.0,385.0,Tree,224.0,1.0
NIWO_002_2018.tif,182.0,384.0,206.0,400.0,Tree,384.0,1.0
NIWO_002_2018.tif,246.0,366.0,271.0,390.0,Tree,600.0,1.0
NIWO_002_2018.tif,282.0,393.0,296.0,400.0,Tree,98.0,1.0
NIWO_002_2018.tif,286.0,381.0,294.0,391.0,Tree,80.0,1.0
NIWO_002_2018.tif,320.0,319.0,338.0,344.0,Tree,450.0,1.0
NIWO_002_2018.tif,312.0,305.0,322.0,320.0,Tree,150.0,1.0
NIWO_002_2018.tif,308.0,318.0,319.0,333.0,Tree,165.0,1.0
NIWO_002_2018.tif,300.0,327.0,309.0,336.0,Tree,81.0,1.0
NIWO_002_2018.tif,274.0,296.0,288.0,317.0,Tree,294.0,1.0
NIWO_002_2018.tif,264.0,318.0,277.0,333.0,Tree,195.0,1.0
NIWO_002_2018.tif,255.0,332.0,266.0,344.0,Tree,132.0,1.0
NIWO_002_2018.tif,285.0,372.0,294.0,380.0,Tree,72.0,1.0
NIWO_002_2018.tif,315.0,282.0,328.0,297.0,Tree,195.0,1.0
NIWO_002_2018.tif,320.0,255.0,331.0,267.0,Tree,132.0,1.0
NIWO_002_2018.tif,322.0,269.0,332.0,281.0,Tree,120.0,1.0
NIWO_002_2018.tif,334.0,258.0,345.0,272.0,Tree,154.0,1.0
NIWO_002_2018.tif,352.0,291.0,367.0,305.0,Tree,210.0,1.0
NIWO_002_2018.tif,370.0,266.0,384.0,279.0,Tree,182.0,1.0
NIWO_002_2018.tif,385.0,251.0,398.0,266.0,Tree,195.0,1.0
NIWO_002_2018.tif,347.0,146.0,365.0,169.0,Tree,414.0,1.0
NIWO_002_2018.tif,301.0,179.0,315.0,194.0,Tree,210.0,1.0
NIWO_002_2018.tif,312.0,199.0,321.0,209.0,Tree,90.0,1.0
NIWO_002_2018.tif,321.0,189.0,333.0,203.0,Tree,168.0,1.0
NIWO_002_2018.tif,321.0,205.0,335.0,220.0,Tree,210.0,1.0
NIWO_002_2018.tif,334.0,177.0,345.0,192.0,Tree,165.0,1.0
NIWO_002_2018.tif,350.0,189.0,364.0,203.0,Tree,196.0,1.0
NIWO_002_2018.tif,352.0,215.0,364.0,227.0,Tree,144.0,1.0
NIWO_002_2018.tif,345.0,228.0,354.0,239.0,Tree,99.0,1.0
NIWO_002_2018.tif,324.0,223.0,338.0,244.0,Tree,294.0,1.0
NIWO_002_2018.tif,214.0,144.0,228.0,158.0,Tree,196.0,1.0
NIWO_002_2018.tif,206.0,158.0,225.0,173.0,Tree,285.0,1.0
NIWO_002_2018.tif,215.0,126.0,230.0,144.0,Tree,270.0,1.0
NIWO_002_2018.tif,250.0,166.0,261.0,177.0,Tree,121.0,1.0
NIWO_002_2018.tif,249.0,151.0,257.0,164.0,Tree,104.0,1.0
NIWO_002_2018.tif,119.0,116.0,133.0,133.0,Tree,238.0,1.0
NIWO_002_2018.tif,112.0,128.0,124.0,140.0,Tree,144.0,1.0
NIWO_002_2018.tif,102.0,131.0,113.0,147.0,Tree,176.0,1.0
NIWO_002_2018.tif,101.0,139.0,115.0,153.0,Tree,196.0,1.0
NIWO_002_2018.tif,126.0,172.0,139.0,185.0,Tree,169.0,1.0
NIWO_002_2018.tif,124.0,156.0,135.0,172.0,Tree,176.0,1.0
NIWO_002_2018.tif,134.0,159.0,149.0,176.0,Tree,255.0,1.0
NIWO_002_2018.tif,134.0,148.0,144.0,160.0,Tree,120.0,1.0
NIWO_002_2018.tif,143.0,135.0,160.0,152.0,Tree,289.0,1.0
NIWO_002_2018.tif,175.0,120.0,185.0,137.0,Tree,170.0,1.0
NIWO_002_2018.tif,167.0,132.0,173.0,141.0,Tree,54.0,1.0
NIWO_002_2018.tif,143.0,77.0,152.0,87.0,Tree,90.0,1.0
NIWO_002_2018.tif,142.0,87.0,156.0,104.0,Tree,238.0,1.0
NIWO_002_2018.tif,136.0,101.0,151.0,123.0,Tree,330.0,1.0
NIWO_002_2018.tif,126.0,71.0,133.0,77.0,Tree,42.0,1.0
NIWO_002_2018.tif,139.0,63.0,154.0,79.0,Tree,240.0,1.0
NIWO_002_2018.tif,117.0,79.0,129.0,94.0,Tree,180.0,1.0
NIWO_002_2018.tif,81.0,63.0,93.0,73.0,Tree,120.0,1.0
NIWO_002_2018.tif,25.0,8.0,34.0,19.0,Tree,99.0,1.0
NIWO_002_2018.tif,17.0,2.0,26.0,12.0,Tree,90.0,1.0
NIWO_002_2018.tif,8.0,10.0,20.0,25.0,Tree,180.0,1.0
NIWO_002_2018.tif,21.0,26.0,30.0,36.0,Tree,90.0,1.0
NIWO_002_2018.tif,25.0,35.0,37.0,52.0,Tree,204.0,1.0
NIWO_002_2018.tif,15.0,41.0,24.0,50.0,Tree,81.0,1.0
NIWO_002_2018.tif,9.0,46.0,17.0,54.0,Tree,64.0,1.0
NIWO_002_2018.tif,20.0,52.0,34.0,68.0,Tree,224.0,1.0
NIWO_002_2018.tif,5.0,62.0,19.0,79.0,Tree,238.0,1.0
NIWO_002_2018.tif,8.0,85.0,24.0,101.0,Tree,256.0,1.0
NIWO_002_2018.tif,22.0,69.0,34.0,83.0,Tree,168.0,1.0
NIWO_002_2018.tif,26.0,85.0,40.0,96.0,Tree,154.0,1.0
NIWO_002_2018.tif,95.0,1.0,111.0,10.0,Tree,144.0,1.0
NIWO_002_2018.tif,43.0,6.0,65.0,29.0,Tree,506.0,1.0
NIWO_002_2018.tif,66.0,2.0,85.0,23.0,Tree,399.0,1.0
NIWO_002_2018.tif,129.0,38.0,141.0,54.0,Tree,192.0,1.0
NIWO_002_2018.tif,117.0,63.0,126.0,73.0,Tree,90.0,1.0
NIWO_002_2018.tif,119.0,49.0,131.0,61.0,Tree,144.0,1.0
NIWO_002_2018.tif,107.0,65.0,115.0,74.0,Tree,72.0,1.0
NIWO_002_2018.tif,107.0,74.0,116.0,82.0,Tree,72.0,1.0
NIWO_002_2018.tif,135.0,84.0,144.0,92.0,Tree,72.0,1.0
NIWO_002_2018.tif,203.0,21.0,213.0,34.0,Tree,130.0,1.0
NIWO_002_2018.tif,202.0,2.0,216.0,14.0,Tree,168.0,1.0
NIWO_002_2018.tif,247.0,2.0,268.0,24.0,Tree,462.0,1.0
NIWO_002_2018.tif,235.0,8.0,244.0,18.0,Tree,90.0,1.0
NIWO_002_2018.tif,234.0,19.0,249.0,40.0,Tree,315.0,1.0
NIWO_002_2018.tif,244.0,57.0,260.0,75.0,Tree,288.0,1.0
NIWO_002_2018.tif,257.0,68.0,265.0,79.0,Tree,88.0,1.0
NIWO_002_2018.tif,220.0,55.0,231.0,71.0,Tree,176.0,1.0
NIWO_002_2018.tif,226.0,40.0,236.0,54.0,Tree,140.0,1.0
NIWO_002_2018.tif,208.0,54.0,220.0,63.0,Tree,108.0,1.0
NIWO_002_2018.tif,183.0,69.0,200.0,87.0,Tree,306.0,1.0
NIWO_002_2018.tif,184.0,43.0,194.0,53.0,Tree,100.0,1.0
NIWO_002_2018.tif,197.0,42.0,209.0,56.0,Tree,168.0,1.0
NIWO_002_2018.tif,196.0,80.0,216.0,100.0,Tree,400.0,1.0
NIWO_002_2018.tif,191.0,98.0,208.0,114.0,Tree,272.0,1.0
NIWO_002_2018.tif,214.0,106.0,236.0,126.0,Tree,440.0,1.0
NIWO_002_2018.tif,234.0,117.0,250.0,132.0,Tree,240.0,1.0
NIWO_002_2018.tif,303.0,155.0,317.0,169.0,Tree,196.0,1.0
NIWO_002_2018.tif,303.0,165.0,313.0,178.0,Tree,130.0,1.0
NIWO_002_2018.tif,35.0,117.0,47.0,134.0,Tree,204.0,1.0
NIWO_002_2018.tif,51.0,128.0,72.0,152.0,Tree,504.0,1.0
NIWO_002_2018.tif,16.0,158.0,34.0,176.0,Tree,324.0,1.0
NIWO_002_2018.tif,50.0,206.0,62.0,223.0,Tree,204.0,1.0
NIWO_002_2018.tif,61.0,223.0,79.0,248.0,Tree,450.0,1.0
NIWO_002_2018.tif,128.0,283.0,153.0,314.0,Tree,775.0,1.0
