image_path,xmin,ymin,xmax,ymax,label,area,ht
2018_NIWO_2_450000_4426000_image_crop_0.png,359,187,367,197,Tree,0.8,8
2018_NIWO_2_450000_4426000_image_crop_0.png,61,69,84,89,Tree,4.6000000000000005,16
2018_NIWO_2_450000_4426000_image_crop_0.png,160,326,178,345,Tree,3.4200000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,156,207,167,219,Tree,1.3200000000000003,13
2018_NIWO_2_450000_4426000_image_crop_0.png,344,361,370,387,Tree,6.760000000000001,13
2018_NIWO_2_450000_4426000_image_crop_0.png,340,174,350,185,Tree,1.1,7
2018_NIWO_2_450000_4426000_image_crop_0.png,278,217,292,229,Tree,1.6800000000000004,9
2018_NIWO_2_450000_4426000_image_crop_0.png,323,171,339,189,Tree,2.8800000000000003,8
2018_NIWO_2_450000_4426000_image_crop_0.png,73,195,92,212,Tree,3.2300000000000004,10
2018_NIWO_2_450000_4426000_image_crop_0.png,119,189,131,198,Tree,1.0800000000000003,15
2018_NIWO_2_450000_4426000_image_crop_0.png,321,233,336,248,Tree,2.25,11
2018_NIWO_2_450000_4426000_image_crop_0.png,90,92,115,116,Tree,6.000000000000001,16
2018_NIWO_2_450000_4426000_image_crop_0.png,184,326,201,342,Tree,2.7200000000000006,12
2018_NIWO_2_450000_4426000_image_crop_0.png,57,265,79,285,Tree,4.4,12
2018_NIWO_2_450000_4426000_image_crop_0.png,213,345,220,358,Tree,0.9100000000000001,6
2018_NIWO_2_450000_4426000_image_crop_0.png,277,188,295,207,Tree,3.4200000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,372,235,398,267,Tree,8.32,12
2018_NIWO_2_450000_4426000_image_crop_0.png,357,62,373,85,Tree,3.6800000000000006,10
2018_NIWO_2_450000_4426000_image_crop_0.png,350,205,359,213,Tree,0.7200000000000001,9
2018_NIWO_2_450000_4426000_image_crop_0.png,134,221,140,228,Tree,0.4200000000000001,12
2018_NIWO_2_450000_4426000_image_crop_0.png,41,57,57,71,Tree,2.24,12
2018_NIWO_2_450000_4426000_image_crop_0.png,341,199,349,210,Tree,0.8800000000000001,10
2018_NIWO_2_450000_4426000_image_crop_0.png,1,261,32,291,Tree,9.3,15
2018_NIWO_2_450000_4426000_image_crop_0.png,80,179,96,198,Tree,3.0400000000000005,15
2018_NIWO_2_450000_4426000_image_crop_0.png,233,245,246,262,Tree,2.2100000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,124,17,139,36,Tree,2.85,14
2018_NIWO_2_450000_4426000_image_crop_0.png,324,78,359,107,Tree,10.150000000000002,14
2018_NIWO_2_450000_4426000_image_crop_0.png,76,373,93,392,Tree,3.2300000000000004,19
2018_NIWO_2_450000_4426000_image_crop_0.png,22,6,45,26,Tree,4.6000000000000005,21
2018_NIWO_2_450000_4426000_image_crop_0.png,331,311,348,334,Tree,3.910000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,278,368,306,396,Tree,7.840000000000002,15
2018_NIWO_2_450000_4426000_image_crop_0.png,90,146,112,169,Tree,5.060000000000001,13
2018_NIWO_2_450000_4426000_image_crop_0.png,82,230,104,246,Tree,3.5200000000000005,13
2018_NIWO_2_450000_4426000_image_crop_0.png,307,309,318,321,Tree,1.3200000000000003,10
2018_NIWO_2_450000_4426000_image_crop_0.png,300,118,314,131,Tree,1.8200000000000003,11
2018_NIWO_2_450000_4426000_image_crop_0.png,125,141,137,160,Tree,2.2800000000000007,11
2018_NIWO_2_450000_4426000_image_crop_0.png,382,191,390,200,Tree,0.7200000000000001,7
2018_NIWO_2_450000_4426000_image_crop_0.png,56,356,63,363,Tree,0.4900000000000001,10
2018_NIWO_2_450000_4426000_image_crop_0.png,298,100,317,115,Tree,2.85,11
2018_NIWO_2_450000_4426000_image_crop_0.png,135,209,149,220,Tree,1.5400000000000003,12
2018_NIWO_2_450000_4426000_image_crop_0.png,271,231,284,244,Tree,1.6900000000000002,8
2018_NIWO_2_450000_4426000_image_crop_0.png,3,294,9,308,Tree,0.8400000000000002,11
2018_NIWO_2_450000_4426000_image_crop_0.png,138,246,158,264,Tree,3.6,16
2018_NIWO_2_450000_4426000_image_crop_0.png,332,42,355,72,Tree,6.9,17
2018_NIWO_2_450000_4426000_image_crop_0.png,200,203,215,221,Tree,2.7,12
2018_NIWO_2_450000_4426000_image_crop_0.png,376,155,394,170,Tree,2.7,11
2018_NIWO_2_450000_4426000_image_crop_0.png,299,325,307,335,Tree,0.8,11
2018_NIWO_2_450000_4426000_image_crop_0.png,343,226,355,242,Tree,1.9200000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,296,245,312,261,Tree,2.5600000000000005,8
2018_NIWO_2_450000_4426000_image_crop_0.png,397,298,400,327,Tree,0.8700000000000002,10
2018_NIWO_2_450000_4426000_image_crop_0.png,164,273,179,288,Tree,2.25,9
2018_NIWO_2_450000_4426000_image_crop_0.png,220,128,230,139,Tree,1.1,7
2018_NIWO_2_450000_4426000_image_crop_0.png,294,201,310,209,Tree,1.2800000000000002,10
2018_NIWO_2_450000_4426000_image_crop_0.png,257,276,264,283,Tree,0.4900000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,72,246,91,264,Tree,3.4200000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,73,382,80,388,Tree,0.4200000000000001,16
2018_NIWO_2_450000_4426000_image_crop_0.png,113,148,124,163,Tree,1.6500000000000001,12
2018_NIWO_2_450000_4426000_image_crop_0.png,250,15,273,37,Tree,5.060000000000001,13
2018_NIWO_2_450000_4426000_image_crop_0.png,148,218,162,233,Tree,2.1,12
2018_NIWO_2_450000_4426000_image_crop_0.png,216,244,229,256,Tree,1.5600000000000003,12
2018_NIWO_2_450000_4426000_image_crop_0.png,353,213,363,225,Tree,1.2000000000000002,8
2018_NIWO_2_450000_4426000_image_crop_0.png,318,372,341,400,Tree,6.440000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,248,287,267,313,Tree,4.94,10
2018_NIWO_2_450000_4426000_image_crop_0.png,125,57,145,72,Tree,3.0,15
2018_NIWO_2_450000_4426000_image_crop_0.png,135,109,158,133,Tree,5.520000000000001,12
2018_NIWO_2_450000_4426000_image_crop_0.png,383,328,400,343,Tree,2.5500000000000003,9
2018_NIWO_2_450000_4426000_image_crop_0.png,260,106,279,127,Tree,3.9900000000000007,13
2018_NIWO_2_450000_4426000_image_crop_0.png,310,52,336,71,Tree,4.94,13
2018_NIWO_2_450000_4426000_image_crop_0.png,343,285,369,308,Tree,5.980000000000001,17
2018_NIWO_2_450000_4426000_image_crop_0.png,260,253,268,263,Tree,0.8,10
2018_NIWO_2_450000_4426000_image_crop_0.png,317,147,334,166,Tree,3.2300000000000004,10
2018_NIWO_2_450000_4426000_image_crop_0.png,18,109,31,123,Tree,1.8200000000000003,13
2018_NIWO_2_450000_4426000_image_crop_0.png,24,226,57,261,Tree,11.55,16
2018_NIWO_2_450000_4426000_image_crop_0.png,83,110,93,124,Tree,1.4000000000000001,12
2018_NIWO_2_450000_4426000_image_crop_0.png,329,215,345,230,Tree,2.4000000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,202,261,232,297,Tree,10.8,13
2018_NIWO_2_450000_4426000_image_crop_0.png,336,120,349,132,Tree,1.5600000000000003,9
2018_NIWO_2_450000_4426000_image_crop_0.png,60,11,76,31,Tree,3.2,12
2018_NIWO_2_450000_4426000_image_crop_0.png,357,245,370,260,Tree,1.9500000000000002,11
2018_NIWO_2_450000_4426000_image_crop_0.png,53,47,75,64,Tree,3.7400000000000007,13
2018_NIWO_2_450000_4426000_image_crop_0.png,276,36,300,61,Tree,6.000000000000001,17
2018_NIWO_2_450000_4426000_image_crop_0.png,280,325,286,332,Tree,0.4200000000000001,9
2018_NIWO_2_450000_4426000_image_crop_0.png,139,327,156,345,Tree,3.0600000000000005,11
2018_NIWO_2_450000_4426000_image_crop_0.png,316,248,332,269,Tree,3.3600000000000003,10
2018_NIWO_2_450000_4426000_image_crop_0.png,282,332,290,341,Tree,0.7200000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,5,311,16,321,Tree,1.1,8
2018_NIWO_2_450000_4426000_image_crop_0.png,205,216,235,242,Tree,7.800000000000001,12
2018_NIWO_2_450000_4426000_image_crop_0.png,324,344,337,359,Tree,1.9500000000000002,12
2018_NIWO_2_450000_4426000_image_crop_0.png,336,255,354,271,Tree,2.8800000000000003,9
2018_NIWO_2_450000_4426000_image_crop_0.png,368,348,380,362,Tree,1.6800000000000004,8
2018_NIWO_2_450000_4426000_image_crop_0.png,276,60,296,78,Tree,3.6,15
2018_NIWO_2_450000_4426000_image_crop_0.png,243,90,262,109,Tree,3.6100000000000003,12
2018_NIWO_2_450000_4426000_image_crop_0.png,38,348,52,366,Tree,2.5200000000000005,12
2018_NIWO_2_450000_4426000_image_crop_0.png,137,263,155,286,Tree,4.140000000000001,13
2018_NIWO_2_450000_4426000_image_crop_0.png,318,115,336,129,Tree,2.5200000000000005,9
2018_NIWO_2_450000_4426000_image_crop_0.png,92,349,103,368,Tree,2.0900000000000003,10
2018_NIWO_2_450000_4426000_image_crop_0.png,224,343,237,354,Tree,1.4300000000000002,7
2018_NIWO_2_450000_4426000_image_crop_0.png,17,300,30,313,Tree,1.6900000000000002,12
2018_NIWO_2_450000_4426000_image_crop_0.png,165,287,185,307,Tree,4.0,15
2018_NIWO_2_450000_4426000_image_crop_0.png,282,181,291,189,Tree,0.7200000000000001,9
2018_NIWO_2_450000_4426000_image_crop_0.png,65,285,78,298,Tree,1.6900000000000002,12
2018_NIWO_2_450000_4426000_image_crop_0.png,149,290,159,305,Tree,1.5,15
2018_NIWO_2_450000_4426000_image_crop_0.png,15,26,40,47,Tree,5.25,20
2018_NIWO_2_450000_4426000_image_crop_0.png,375,173,391,193,Tree,3.2,11
2018_NIWO_2_450000_4426000_image_crop_0.png,337,132,350,151,Tree,2.47,10
2018_NIWO_2_450000_4426000_image_crop_0.png,395,220,400,229,Tree,0.45,8
2018_NIWO_2_450000_4426000_image_crop_0.png,179,296,197,309,Tree,2.3400000000000003,15
2018_NIWO_2_450000_4426000_image_crop_0.png,265,262,281,278,Tree,2.5600000000000005,12
2018_NIWO_2_450000_4426000_image_crop_0.png,377,198,383,207,Tree,0.5400000000000001,7
2018_NIWO_2_450000_4426000_image_crop_0.png,251,224,267,236,Tree,1.9200000000000004,11
2018_NIWO_2_450000_4426000_image_crop_0.png,203,113,220,129,Tree,2.7200000000000006,9
2018_NIWO_2_450000_4426000_image_crop_0.png,217,196,236,220,Tree,4.560000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,59,33,76,48,Tree,2.5500000000000003,13
2018_NIWO_2_450000_4426000_image_crop_0.png,276,365,284,373,Tree,0.6400000000000001,11
2018_NIWO_2_450000_4426000_image_crop_0.png,149,154,162,169,Tree,1.9500000000000002,11
2018_NIWO_2_450000_4426000_image_crop_0.png,41,95,69,129,Tree,9.520000000000001,19
2018_NIWO_2_450000_4426000_image_crop_0.png,366,303,380,321,Tree,2.5200000000000005,9
2018_NIWO_2_450000_4426000_image_crop_0.png,119,85,143,110,Tree,6.000000000000001,14
2018_NIWO_2_450000_4426000_image_crop_1.png,57,97,73,117,Tree,3.2,10
2018_NIWO_2_450000_4426000_image_crop_1.png,307,68,322,82,Tree,2.1,12
2018_NIWO_2_450000_4426000_image_crop_1.png,292,39,297,43,Tree,0.2,11
2018_NIWO_2_450000_4426000_image_crop_1.png,264,177,275,184,Tree,0.7700000000000001,9
2018_NIWO_2_450000_4426000_image_crop_1.png,205,255,239,286,Tree,10.540000000000001,16
2018_NIWO_2_450000_4426000_image_crop_1.png,262,25,277,42,Tree,2.5500000000000003,13
2018_NIWO_2_450000_4426000_image_crop_1.png,6,47,30,78,Tree,7.440000000000001,13
2018_NIWO_2_450000_4426000_image_crop_1.png,144,306,154,317,Tree,1.1,12
2018_NIWO_2_450000_4426000_image_crop_1.png,61,143,69,155,Tree,0.9600000000000002,6
2018_NIWO_2_450000_4426000_image_crop_1.png,234,43,247,53,Tree,1.3,15
2018_NIWO_2_450000_4426000_image_crop_1.png,275,187,285,199,Tree,1.2000000000000002,9
2018_NIWO_2_450000_4426000_image_crop_1.png,41,143,59,163,Tree,3.6,14
2018_NIWO_2_450000_4426000_image_crop_1.png,73,2,80,8,Tree,0.4200000000000001,16
2018_NIWO_2_450000_4426000_image_crop_1.png,132,179,152,201,Tree,4.4,13
2018_NIWO_2_450000_4426000_image_crop_1.png,109,359,129,381,Tree,4.4,12
2018_NIWO_2_450000_4426000_image_crop_1.png,371,173,385,184,Tree,1.5400000000000003,12
2018_NIWO_2_450000_4426000_image_crop_1.png,92,0,111,11,Tree,2.0900000000000003,16
2018_NIWO_2_450000_4426000_image_crop_1.png,384,52,400,69,Tree,2.7200000000000006,14
2018_NIWO_2_450000_4426000_image_crop_1.png,391,349,400,375,Tree,2.3400000000000003,16
2018_NIWO_2_450000_4426000_image_crop_1.png,263,87,281,104,Tree,3.0600000000000005,13
2018_NIWO_2_450000_4426000_image_crop_1.png,73,294,93,310,Tree,3.2,12
2018_NIWO_2_450000_4426000_image_crop_1.png,306,268,321,283,Tree,2.25,11
2018_NIWO_2_450000_4426000_image_crop_1.png,67,347,77,361,Tree,1.4000000000000001,10
2018_NIWO_2_450000_4426000_image_crop_1.png,36,44,49,58,Tree,1.8200000000000003,9
2018_NIWO_2_450000_4426000_image_crop_1.png,175,87,199,113,Tree,6.240000000000001,14
2018_NIWO_2_450000_4426000_image_crop_1.png,318,0,341,21,Tree,4.830000000000001,10
2018_NIWO_2_450000_4426000_image_crop_1.png,358,313,372,332,Tree,2.6600000000000006,13
2018_NIWO_2_450000_4426000_image_crop_1.png,196,360,211,373,Tree,1.9500000000000002,15
2018_NIWO_2_450000_4426000_image_crop_1.png,393,208,400,233,Tree,1.7500000000000002,11
2018_NIWO_2_450000_4426000_image_crop_1.png,277,140,294,149,Tree,1.5300000000000002,13
2018_NIWO_2_450000_4426000_image_crop_1.png,391,100,400,146,Tree,4.140000000000001,16
2018_NIWO_2_450000_4426000_image_crop_1.png,170,180,187,199,Tree,3.2300000000000004,13
2018_NIWO_2_450000_4426000_image_crop_1.png,234,178,250,194,Tree,2.5600000000000005,15
2018_NIWO_2_450000_4426000_image_crop_1.png,253,197,277,225,Tree,6.7200000000000015,14
2018_NIWO_2_450000_4426000_image_crop_1.png,161,71,171,82,Tree,1.1,10
2018_NIWO_2_450000_4426000_image_crop_1.png,289,264,303,282,Tree,2.5200000000000005,11
2018_NIWO_2_450000_4426000_image_crop_1.png,162,148,184,168,Tree,4.4,11
2018_NIWO_2_450000_4426000_image_crop_1.png,260,352,273,363,Tree,1.4300000000000002,13
2018_NIWO_2_450000_4426000_image_crop_1.png,357,235,368,249,Tree,1.5400000000000003,9
2018_NIWO_2_450000_4426000_image_crop_1.png,227,218,256,246,Tree,8.120000000000001,10
2018_NIWO_2_450000_4426000_image_crop_1.png,399,266,400,291,Tree,0.25,16
2018_NIWO_2_450000_4426000_image_crop_1.png,295,255,305,269,Tree,1.4000000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,125,222,145,250,Tree,5.6000000000000005,14
2018_NIWO_2_450000_4426000_image_crop_1.png,371,160,384,173,Tree,1.6900000000000002,11
2018_NIWO_2_450000_4426000_image_crop_1.png,376,96,390,111,Tree,2.1,7
2018_NIWO_2_450000_4426000_image_crop_1.png,42,306,58,324,Tree,2.8800000000000003,12
2018_NIWO_2_450000_4426000_image_crop_1.png,293,53,302,59,Tree,0.5400000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,25,360,32,368,Tree,0.56,11
2018_NIWO_2_450000_4426000_image_crop_1.png,354,86,371,106,Tree,3.4000000000000004,11
2018_NIWO_2_450000_4426000_image_crop_1.png,214,284,233,303,Tree,3.6100000000000003,15
2018_NIWO_2_450000_4426000_image_crop_1.png,363,75,380,91,Tree,2.7200000000000006,12
2018_NIWO_2_450000_4426000_image_crop_1.png,60,283,75,298,Tree,2.25,11
2018_NIWO_2_450000_4426000_image_crop_1.png,130,102,151,125,Tree,4.830000000000001,15
2018_NIWO_2_450000_4426000_image_crop_1.png,69,334,84,350,Tree,2.4000000000000004,11
2018_NIWO_2_450000_4426000_image_crop_1.png,321,75,342,100,Tree,5.25,14
2018_NIWO_2_450000_4426000_image_crop_1.png,106,179,130,208,Tree,6.960000000000002,16
2018_NIWO_2_450000_4426000_image_crop_1.png,176,64,200,87,Tree,5.520000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,332,238,341,254,Tree,1.4400000000000002,11
2018_NIWO_2_450000_4426000_image_crop_1.png,54,71,69,86,Tree,2.25,14
2018_NIWO_2_450000_4426000_image_crop_1.png,268,164,281,174,Tree,1.3,6
2018_NIWO_2_450000_4426000_image_crop_1.png,246,108,255,116,Tree,0.7200000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,98,155,108,170,Tree,1.5,11
2018_NIWO_2_450000_4426000_image_crop_1.png,344,0,370,7,Tree,1.8200000000000003,10
2018_NIWO_2_450000_4426000_image_crop_1.png,130,136,142,149,Tree,1.5600000000000003,10
2018_NIWO_2_450000_4426000_image_crop_1.png,390,289,400,303,Tree,1.4000000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,185,47,202,64,Tree,2.8900000000000006,12
2018_NIWO_2_450000_4426000_image_crop_1.png,147,161,164,181,Tree,3.4000000000000004,13
2018_NIWO_2_450000_4426000_image_crop_1.png,254,105,266,113,Tree,0.9600000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,176,362,191,380,Tree,2.7,16
2018_NIWO_2_450000_4426000_image_crop_1.png,346,179,358,195,Tree,1.9200000000000004,10
2018_NIWO_2_450000_4426000_image_crop_1.png,378,220,385,229,Tree,0.6300000000000001,11
2018_NIWO_2_450000_4426000_image_crop_1.png,230,165,245,180,Tree,2.25,14
2018_NIWO_2_450000_4426000_image_crop_1.png,86,40,109,67,Tree,6.210000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,13,287,30,304,Tree,2.8900000000000006,12
2018_NIWO_2_450000_4426000_image_crop_1.png,38,375,54,397,Tree,3.5200000000000005,17
2018_NIWO_2_450000_4426000_image_crop_1.png,76,0,93,12,Tree,2.0400000000000005,19
2018_NIWO_2_450000_4426000_image_crop_1.png,268,73,279,86,Tree,1.4300000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,67,318,79,332,Tree,1.6800000000000004,11
2018_NIWO_2_450000_4426000_image_crop_1.png,155,154,164,163,Tree,0.81,12
2018_NIWO_2_450000_4426000_image_crop_1.png,353,263,365,280,Tree,2.0400000000000005,12
2018_NIWO_2_450000_4426000_image_crop_1.png,159,200,176,220,Tree,3.4000000000000004,11
2018_NIWO_2_450000_4426000_image_crop_1.png,348,325,374,352,Tree,7.0200000000000005,14
2018_NIWO_2_450000_4426000_image_crop_1.png,257,364,271,378,Tree,1.9600000000000004,13
2018_NIWO_2_450000_4426000_image_crop_1.png,41,395,61,400,Tree,1.0,17
2018_NIWO_2_450000_4426000_image_crop_1.png,192,14,210,26,Tree,2.1600000000000006,8
2018_NIWO_2_450000_4426000_image_crop_1.png,92,125,112,147,Tree,4.4,15
2018_NIWO_2_450000_4426000_image_crop_1.png,394,34,400,54,Tree,1.2000000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,81,350,94,362,Tree,1.5600000000000003,8
2018_NIWO_2_450000_4426000_image_crop_1.png,26,133,41,145,Tree,1.8000000000000003,8
2018_NIWO_2_450000_4426000_image_crop_1.png,234,55,258,76,Tree,5.040000000000001,15
2018_NIWO_2_450000_4426000_image_crop_1.png,23,399,42,400,Tree,0.19000000000000003,16
2018_NIWO_2_450000_4426000_image_crop_1.png,74,65,93,84,Tree,3.6100000000000003,11
2018_NIWO_2_450000_4426000_image_crop_1.png,115,118,132,138,Tree,3.4000000000000004,13
2018_NIWO_2_450000_4426000_image_crop_1.png,257,185,268,196,Tree,1.2100000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,14,77,57,116,Tree,16.77,14
2018_NIWO_2_450000_4426000_image_crop_1.png,115,208,128,219,Tree,1.4300000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,260,140,283,164,Tree,5.520000000000001,14
2018_NIWO_2_450000_4426000_image_crop_1.png,354,350,383,389,Tree,11.310000000000002,13
2018_NIWO_2_450000_4426000_image_crop_1.png,102,12,131,40,Tree,8.120000000000001,16
2018_NIWO_2_450000_4426000_image_crop_1.png,390,246,400,262,Tree,1.6,13
2018_NIWO_2_450000_4426000_image_crop_1.png,87,334,101,349,Tree,2.1,12
2018_NIWO_2_450000_4426000_image_crop_1.png,383,228,399,249,Tree,3.3600000000000003,11
2018_NIWO_2_450000_4426000_image_crop_1.png,35,15,41,22,Tree,0.4200000000000001,9
2018_NIWO_2_450000_4426000_image_crop_1.png,150,210,168,229,Tree,3.4200000000000004,12
2018_NIWO_2_450000_4426000_image_crop_1.png,40,165,63,189,Tree,5.520000000000001,15
2018_NIWO_2_450000_4426000_image_crop_1.png,127,391,144,400,Tree,1.5300000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,33,185,44,196,Tree,1.2100000000000002,12
2018_NIWO_2_450000_4426000_image_crop_1.png,252,0,270,21,Tree,3.7800000000000002,8
2018_NIWO_2_450000_4426000_image_crop_1.png,71,12,99,40,Tree,7.840000000000002,20
2018_NIWO_2_450000_4426000_image_crop_1.png,286,189,296,201,Tree,1.2000000000000002,6
2018_NIWO_2_450000_4426000_image_crop_1.png,192,0,218,16,Tree,4.16,10
2018_NIWO_2_450000_4426000_image_crop_1.png,165,131,182,148,Tree,2.8900000000000006,12
2018_NIWO_2_450000_4426000_image_crop_1.png,386,173,394,181,Tree,0.6400000000000001,11
2018_NIWO_2_450000_4426000_image_crop_1.png,255,36,274,60,Tree,4.560000000000001,14
2018_NIWO_2_450000_4426000_image_crop_1.png,113,142,124,160,Tree,1.9800000000000002,9
2018_NIWO_2_450000_4426000_image_crop_1.png,47,320,65,339,Tree,3.4200000000000004,12
2018_NIWO_2_450000_4426000_image_crop_1.png,378,185,391,200,Tree,1.9500000000000002,11
2018_NIWO_2_450000_4426000_image_crop_1.png,22,15,34,29,Tree,1.6800000000000004,9
2018_NIWO_2_450000_4426000_image_crop_1.png,251,99,261,105,Tree,0.6000000000000001,12
2018_NIWO_2_450000_4426000_image_crop_1.png,32,144,38,155,Tree,0.6600000000000001,9
2018_NIWO_2_450000_4426000_image_crop_1.png,56,201,70,211,Tree,1.4000000000000001,11
2018_NIWO_2_450000_4426000_image_crop_1.png,121,167,134,178,Tree,1.4300000000000002,14
2018_NIWO_2_450000_4426000_image_crop_1.png,121,381,139,396,Tree,2.7,12
2018_NIWO_2_450000_4426000_image_crop_1.png,297,33,311,53,Tree,2.8000000000000003,12
2018_NIWO_2_450000_4426000_image_crop_1.png,369,275,382,297,Tree,2.8600000000000003,12
2018_NIWO_2_450000_4426000_image_crop_1.png,278,266,289,278,Tree,1.3200000000000003,11
2018_NIWO_2_450000_4426000_image_crop_1.png,139,215,151,230,Tree,1.8000000000000003,12
2018_NIWO_2_450000_4426000_image_crop_1.png,157,299,170,316,Tree,2.2100000000000004,13
2018_NIWO_2_450000_4426000_image_crop_1.png,344,242,359,255,Tree,1.9500000000000002,11
2018_NIWO_2_450000_4426000_image_crop_1.png,1,0,15,17,Tree,2.3800000000000003,13
2018_NIWO_2_450000_4426000_image_crop_1.png,219,160,228,171,Tree,0.9900000000000001,11
2018_NIWO_2_450000_4426000_image_crop_1.png,152,108,169,124,Tree,2.7200000000000006,13
2018_NIWO_2_450000_4426000_image_crop_1.png,239,118,259,138,Tree,4.0,13
